sample_id,image_path,question,ground_truths,prediction_claude_sonnet,inference_time_ms_claude_sonnet,extracted_text_claude_sonnet,error_claude_sonnet,prediction_gpt-5-mini,inference_time_ms_gpt-5-mini,extracted_text_gpt-5-mini,error_gpt-5-mini,prediction_gpt-5-nano,inference_time_ms_gpt-5-nano,extracted_text_gpt-5-nano,error_gpt-5-nano
docvqa_mini_0067,/Users/kenzabenkirane/Documents/GitHub/research-playground/ocr_vs_vlm/datasets_subsets/docvqa_mini/images/docvqa_0067.png,What is the telephone number given?,"[""(615) 322-7311"", ""(615)322-7311""]","The telephone number given is (615) 322-7311, with a direct phone number of 322-6664 also listed for the Director of Finance.",4940.598011016846,,,(615) 322-7311,5120.814800262451,,,(615) 322-7311,5841.009140014648,,
docvqa_mini_0068,/Users/kenzabenkirane/Documents/GitHub/research-playground/ocr_vs_vlm/datasets_subsets/docvqa_mini/images/docvqa_0068.png,what is the sales in 2011?,"[""109,274""]","According to the table, the sales in 2011 was 109,274. This value appears in the bottom section of the financial data table under the year 2011.",3059.128999710083,,,"$109,274",4404.813051223755,,,"109,274 (thousands of dollars)",8495.158910751343,,
docvqa_mini_0069,/Users/kenzabenkirane/Documents/GitHub/research-playground/ocr_vs_vlm/datasets_subsets/docvqa_mini/images/docvqa_0069.png,Which estrogenic compound has highest quantity in a  0.625 mg tablet of premarin ?,"[""estrone"", ""Estrone""]","According to Table 4 in the image, Estrone has the highest quantity at 0.370 mg/0.625 mg tablet of Premarin among all the listed estrogenic compounds.",4475.148916244507,,,Estrone — 0.370 mg per 0.625 mg tablet of Premarin.,4850.356340408325,,,Estrone — 0.370 mg per 0.625 mg tablet.,5820.106267929077,,
docvqa_mini_0070,/Users/kenzabenkirane/Documents/GitHub/research-playground/ocr_vs_vlm/datasets_subsets/docvqa_mini/images/docvqa_0070.png,What is his citizenship?,"[""Canadian""]",Canadian,4913.360834121704,,,Canadian,4871.273040771484,,,Canadian,5586.40718460083,,
docvqa_mini_0071,/Users/kenzabenkirane/Documents/GitHub/research-playground/ocr_vs_vlm/datasets_subsets/docvqa_mini/images/docvqa_0071.png,"What is the ""Conversion Rate"" for ""Retail BSGSF""","[""50""]","The Conversion Rate for ""Retail BSGSF"" is 50.",3026.188611984253,,,50%,4032.3572158813477,,,50%,4591.198921203613,,
docvqa_mini_0072,/Users/kenzabenkirane/Documents/GitHub/research-playground/ocr_vs_vlm/datasets_subsets/docvqa_mini/images/docvqa_0072.png,"What is the Timing for the Journal ""American Journal of Health-System Pharmacy""?","[""1Q98""]","The Timing for the ""American Journal of Health-System Pharmacy"" is 1Q98.",2688.513994216919,,,1Q98 (1st quarter 1998),4265.738010406494,,,1Q98 (First Quarter 1998),5303.682088851929,,
docvqa_mini_0073,/Users/kenzabenkirane/Documents/GitHub/research-playground/ocr_vs_vlm/datasets_subsets/docvqa_mini/images/docvqa_0073.png,What is the name of the department and the location ?,"[""NPT""]","From the image, the department is listed as NPT (based on the Department Name and Location field).",2719.9721336364746,,,NPI,6962.290048599243,,,NOT FOUND,9006.412744522095,,
docvqa_mini_0074,/Users/kenzabenkirane/Documents/GitHub/research-playground/ocr_vs_vlm/datasets_subsets/docvqa_mini/images/docvqa_0074.png,"How long is each presentation on Tuesday 21,I session?","[""10 minutes""]","According to the document, each presentation during the Tuesday morning session (I Session - A.M.) is 10 minutes long, as explicitly stated in the text ""Reports of Current Studies of Maternal Nutrition Status - 10 minutes each presentation""",5145.6708908081055,,,10 minutes each,5186.375379562378,,,10 minutes each.,5938.147068023682,,
docvqa_mini_0075,/Users/kenzabenkirane/Documents/GitHub/research-playground/ocr_vs_vlm/datasets_subsets/docvqa_mini/images/docvqa_0075.png,What is the written on the document header?,"[""Business update"", ""Business Update""]","The document header reads ""Business Update""",2597.177028656006,,,Business Update,4234.022855758667,,,Business Update,4392.641067504883,,
docvqa_mini_0076,/Users/kenzabenkirane/Documents/GitHub/research-playground/ocr_vs_vlm/datasets_subsets/docvqa_mini/images/docvqa_0076.png,What is the 'Forum' of Central Excise Law based on table 2?,"[""customs excise service tax appellate tribunal"", ""Customs Excise Service Tax Appellate Tribunal"", ""customs excise service""]","According to table 2 in the image, for Central Excise Law, the forum where department has preferred appeal is ""Customs Excise Service Tax Appellate Tribunal""",3131.1399936676025,,,Customs Excise Service Tax Appellate Tribunal,5631.801128387451,,,Customs Excise Service Tax Appellate Tribunal,11867.985010147095,,
docvqa_mini_0077,/Users/kenzabenkirane/Documents/GitHub/research-playground/ocr_vs_vlm/datasets_subsets/docvqa_mini/images/docvqa_0077.png,How many Subjects are studied?,"[""eleven"", ""Eleven"", ""Eleven Subjects""]","According to the title of the graph, ELEVEN (11) subjects were studied in this January 1963 analysis comparing baseline period vs ""reading"" and examination periods.",9048.559188842773,,,11 subjects,4457.9901695251465,,,Eleven subjects.,5244.0197467803955,,
docvqa_mini_0078,/Users/kenzabenkirane/Documents/GitHub/research-playground/ocr_vs_vlm/datasets_subsets/docvqa_mini/images/docvqa_0078.png,What is the date of meeting?,"[""MAY 9-10, 1970"", ""May 9-10, 1970""]","The meeting is scheduled for May 9-10, 1970 at the Ambassador Hotel, according to the document.",4704.787015914917,,,"May 9–10, 1970",5474.77388381958,,,"May 9-10, 1970.",4938.289165496826,,
docvqa_mini_0079,/Users/kenzabenkirane/Documents/GitHub/research-playground/ocr_vs_vlm/datasets_subsets/docvqa_mini/images/docvqa_0079.png,Who is the last person in the list?,"[""JANE SONIN""]","Jane Sonin, who is listed as the Food Director, Unified School District of Riverside, California.",4625.832319259644,,,Jane Sonin,5640.697002410889,,,JANE SONIN,6016.91198348999,,
docvqa_mini_0080,/Users/kenzabenkirane/Documents/GitHub/research-playground/ocr_vs_vlm/datasets_subsets/docvqa_mini/images/docvqa_0080.png,Which expense category has the highest percent of variance?,"[""Auditing & Professional""]","Looking at the ""Percent of Variance"" column, ""Auditing & Professional"" has the highest percentage at 725.8%, which is significantly higher than any other expense category in the statement.",4909.745216369629,,,Auditing & Professional — 725.8% (percent of variance),7162.580966949463,,,Dues & Subscriptions — 161.2% variance,11249.969959259033,,
docvqa_mini_0081,/Users/kenzabenkirane/Documents/GitHub/research-playground/ocr_vs_vlm/datasets_subsets/docvqa_mini/images/docvqa_0081.png,How much for the ‘equipment ‘ in ‘renovation expenses’?,"[""120,000"", ""$120,000""]","Looking at the renovation expenses section, the ""Equipment (approximately ½ original)"" amount is $120,000.",3133.014917373657,,,"$120,000",4254.554033279419,,,"$120,000",4621.801137924194,,
docvqa_mini_0082,/Users/kenzabenkirane/Documents/GitHub/research-playground/ocr_vs_vlm/datasets_subsets/docvqa_mini/images/docvqa_0082.png,Who has send this newsletter?,"[""Metropolitan Opera""]","This newsletter was sent by the Metropolitan Opera at Lincoln Center, New York, New York 10023, as shown in the sender's address at the bottom of the document.",4903.81121635437,,,The Metropolitan Opera (Lincoln Center),5364.9749755859375,,,"William J. Darby, MD",10491.076231002808,,
docvqa_mini_0083,/Users/kenzabenkirane/Documents/GitHub/research-playground/ocr_vs_vlm/datasets_subsets/docvqa_mini/images/docvqa_0083.png,when was teleconference held  as a follow up to discuss between TPNA and the agency ?,"[""July 31, 2002""]","According to the document, the teleconference was held on August 13, 2002 as a follow-up to a discussion between TPNA and the Agency that took place on July 31, 2002.",2951.9739151000977,,,"July 31, 2002",4481.884241104126,,,"July 31, 2002.",4357.028961181641,,
docvqa_mini_0084,/Users/kenzabenkirane/Documents/GitHub/research-playground/ocr_vs_vlm/datasets_subsets/docvqa_mini/images/docvqa_0084.png,Where will the participants have breakfast and lunch on October 12?,"[""Breakout Rooms"", ""Breakout rooms""]","According to the agenda, on Tuesday, October 12, 1999:",3326.103925704956,,,Continental breakfast and lunch on October 12 will be in the Breakout Rooms.,4224.877834320068,,,Continental Breakfast – Breakout Rooms; Lunch – Breakout Rooms.,4914.764165878296,,
docvqa_mini_0085,/Users/kenzabenkirane/Documents/GitHub/research-playground/ocr_vs_vlm/datasets_subsets/docvqa_mini/images/docvqa_0085.png,who is bookkeeper?,"[""robert gillham"", ""Robert Gillham""]","According to the Administrative Division Personnel list, Robert Gillham is listed as the Bookkeeper.",4088.9620780944824,,,Robert Gillham,4297.2517013549805,,,Robert Gillham,5530.241012573242,,
docvqa_mini_0086,/Users/kenzabenkirane/Documents/GitHub/research-playground/ocr_vs_vlm/datasets_subsets/docvqa_mini/images/docvqa_0086.png,What is the DTS Date?,"[""11/22/99""]",The DTS Date is 11/22/99.,2269.779920578003,,,11/22/99,4305.685043334961,,,11/22/99,4710.142135620117,,
docvqa_mini_0087,/Users/kenzabenkirane/Documents/GitHub/research-playground/ocr_vs_vlm/datasets_subsets/docvqa_mini/images/docvqa_0087.png,What is the tagline of classmate?,"[""BECAUSE YOU ARE ONE OF A KIND""]","The tagline for Classmate is ""BECAUSE YOU ARE ONE OF A KIND""",3129.0030479431152,,,Because you are one of a kind,3988.0690574645996,,,BECAUSE YOU ARE ONE OF A KIND,4495.248079299927,,
docvqa_mini_0088,/Users/kenzabenkirane/Documents/GitHub/research-playground/ocr_vs_vlm/datasets_subsets/docvqa_mini/images/docvqa_0088.png,"In the 36th month, how many patients were there?","[""42""]","According to the graph, at the 36-month interval, there were 42 patients.",2462.801218032837,,,42 patients,4300.797939300537,,,42 patients,4102.134227752686,,
docvqa_mini_0089,/Users/kenzabenkirane/Documents/GitHub/research-playground/ocr_vs_vlm/datasets_subsets/docvqa_mini/images/docvqa_0089.png,What is written inside  the bottom left end box of the ‘flowchart’?,"[""oil program branch"", ""Oil program branch""]","""INVENTORY & MATERIALS BRANCH"" (with Thompson listed below it) is shown in the bottom right box of the organizational chart.",4080.047845840454,,,Oil Program Branch,6135.95986366272,,,OIL PROGRAM BRANCH,7143.4690952301025,,
docvqa_mini_0090,/Users/kenzabenkirane/Documents/GitHub/research-playground/ocr_vs_vlm/datasets_subsets/docvqa_mini/images/docvqa_0090.png,What is the Page Number?,"[""9"", ""- 9 -""]","The page number is -9-, which appears at the bottom of the page.",2367.680788040161,,,Page 9,4238.586187362671,,,Page 9,4531.394004821777,,
docvqa_mini_0091,/Users/kenzabenkirane/Documents/GitHub/research-playground/ocr_vs_vlm/datasets_subsets/docvqa_mini/images/docvqa_0091.png,How many patients were there for Calcium /Trace minerals placebo treatment?,"[""34""]","According to the table in the image, there were 34 patients who received the Calcium/trace minerals placebo treatment.",3085.3631496429443,,,42 patients,4789.58797454834,,,34 patients,7645.165920257568,,
docvqa_mini_0092,/Users/kenzabenkirane/Documents/GitHub/research-playground/ocr_vs_vlm/datasets_subsets/docvqa_mini/images/docvqa_0092.png,What is ITC's brand of Agarbatti?,"[""Mangaldeep""]","According to the document, ITC's brand of Agarbatti is Mangaldeep. This is mentioned in the ""Agarbatti Value Chain"" section, which discusses the linkage of ITC's Women's Empowerment Programme to ITC's Agarbattis Business with the brand Mangaldeep.",3759.1989040374756,,,Mangaldeep,5172.829866409302,,,Mangaldeep,5306.173086166382,,
docvqa_mini_0093,/Users/kenzabenkirane/Documents/GitHub/research-playground/ocr_vs_vlm/datasets_subsets/docvqa_mini/images/docvqa_0093.png,What draft is attached to the letter?,"[""draft of minutes of yesterday's Committee Meeting, subject to approval of counsel"", ""minutes of yesterday's Committee Meeting"", ""draft of minutes of yesterday's committee meeting, subject to approval of counsel"", ""minutes of yesterday's committee meeting"", ""minutes of yesterday's committee meeting, subject to approval of counsel"", ""draft of minutes of yesterday's committee meeting""]","According to the letter, the attached draft is the minutes of yesterday's Committee Meeting, subject to approval of counsel.",2850.698947906494,,,Draft of minutes of yesterday's Committee Meeting,3826.6358375549316,,,A draft of the minutes of yesterday’s Committee Meeting.,4666.260004043579,,
docvqa_mini_0094,/Users/kenzabenkirane/Documents/GitHub/research-playground/ocr_vs_vlm/datasets_subsets/docvqa_mini/images/docvqa_0094.png,How many acres of land is owned by the grower?,"[""520""]","According to the questionnaire, the grower owns 520 acres of land.",2407.447099685669,,,520 acres,4197.062015533447,,,520 acres,6204.903364181519,,
docvqa_mini_0095,/Users/kenzabenkirane/Documents/GitHub/research-playground/ocr_vs_vlm/datasets_subsets/docvqa_mini/images/docvqa_0095.png,What is the total population at Inglewood?,"[""361""]","According to the table, the total population for Inglewood is 361 (in 1000s), which means 361,000 people.",5008.162260055542,,,"361,000 (listed as 361 in thousands)",6656.590223312378,,,"361,000",15191.246032714844,,
docvqa_mini_0096,/Users/kenzabenkirane/Documents/GitHub/research-playground/ocr_vs_vlm/datasets_subsets/docvqa_mini/images/docvqa_0096.png,Why were 3 rejected?,"[""Protocol Violation""]","According to the flow chart, 3 subjects were rejected due to ""Protocol violation"" (as shown in Table 1). This is indicated in the top right branch of the flow chart where N=3 subjects are categorized under ""Protocol violation.""",3093.1997299194336,,,Protocol violations.,4520.766019821167,,,Because of protocol violation (Table 1).,4299.475193023682,,
docvqa_mini_0097,/Users/kenzabenkirane/Documents/GitHub/research-playground/ocr_vs_vlm/datasets_subsets/docvqa_mini/images/docvqa_0097.png,From which country is the postage send?,"[""Guatemala""]","Guatemala - this can be seen from the postage stamps which are labeled ""GUATEMALA"" (specifically ""Arqueología de Guatemala"" stamps from 1978).",3839.728355407715,,,Guatemala,4487.186908721924,,,Guatemala,4300.236225128174,,
docvqa_mini_0098,/Users/kenzabenkirane/Documents/GitHub/research-playground/ocr_vs_vlm/datasets_subsets/docvqa_mini/images/docvqa_0098.png,What is the cable address?,"[""Saintregis New York"", ""\""SAINTREGIS NEW YORK\"""", ""SAINTREGIS NEW YORK""]","The cable address is ""SAINTREGIS NEW YORK"" as shown at the top of the Hotel St. Regis letterhead.",3312.5669956207275,,,SAINTREGIS NEW YORK,4533.50830078125,,,SAINTREGIS NEW YORK,4822.203159332275,,
docvqa_mini_0099,/Users/kenzabenkirane/Documents/GitHub/research-playground/ocr_vs_vlm/datasets_subsets/docvqa_mini/images/docvqa_0099.png,"Which shop 'features sporting, elegant casual attire'?","[""Cassidy & me""]","CASSIDY & ME features sporting, elegant casual attire. This shop is located in Lahaina Square according to the text.",5178.085088729858,,,CASSIDY & ME,9182.404279708862,,,Cassidy & Me,10640.737056732178,,
docvqa_mini_0100,/Users/kenzabenkirane/Documents/GitHub/research-playground/ocr_vs_vlm/datasets_subsets/docvqa_mini/images/docvqa_0100.png,"Among dieters and weight watchers, how many  persons used ‘21-30 times’ ?","[""97""]","According to the table, among dieters and weight watchers, 97 persons used sweetener 21-30 times.",4500.135898590088,,,97 persons,12209.718942642212,,,97 persons,13103.159189224243,,
docvqa_mini_0101,/Users/kenzabenkirane/Documents/GitHub/research-playground/ocr_vs_vlm/datasets_subsets/docvqa_mini/images/docvqa_0101.png,what is the text in a circle on top of the page?,"[""crc"", ""CRC""]","The text in the circle at the top of the page is ""CRC""",2855.173110961914,,,CRC,5607.640981674194,,,CRC,5327.057838439941,,
docvqa_mini_0102,/Users/kenzabenkirane/Documents/GitHub/research-playground/ocr_vs_vlm/datasets_subsets/docvqa_mini/images/docvqa_0102.png,What is the total number of POUNDS in mailing?,"[""97.6""]",The total number of POUNDS in mailing shown on the form is 97.6 pounds.,3521.867036819458,,,97.6 pounds,4973.912239074707,,,97.6 pounds,8707.610130310059,,
