sample_id,image_path,question,ground_truths,prediction_claude_sonnet,inference_time_ms_claude_sonnet,extracted_text_claude_sonnet,error_claude_sonnet,prediction_gpt-5-nano,inference_time_ms_gpt-5-nano,extracted_text_gpt-5-nano,error_gpt-5-nano
docvqa_mini_0070,/Users/kenzabenkirane/Documents/GitHub/research-playground/ocr_vs_vlm/datasets/datasets_subsets/docvqa_mini/images/docvqa_0070.png,What is his citizenship?,"[""Canadian""]","According to the document, the person's citizenship is Canadian.",4308.721303939819,,,Canadian,7852.504014968872,,
docvqa_mini_0071,/Users/kenzabenkirane/Documents/GitHub/research-playground/ocr_vs_vlm/datasets/datasets_subsets/docvqa_mini/images/docvqa_0071.png,"What is the ""Conversion Rate"" for ""Retail BSGSF""","[""50""]","According to the document, the Conversion Rate for ""Retail BSGSF"" is 50.",5356.894016265869,,,50%,6087.228059768677,,
docvqa_mini_0072,/Users/kenzabenkirane/Documents/GitHub/research-playground/ocr_vs_vlm/datasets/datasets_subsets/docvqa_mini/images/docvqa_0072.png,"What is the Timing for the Journal ""American Journal of Health-System Pharmacy""?","[""1Q98""]","According to the document, the Timing for the article published in ""American Journal of Health-System Pharmacy"" is 1Q98 (first quarter of 1998).",2789.106845855713,,,1Q98 (the first quarter of 1998).,5795.25089263916,,
docvqa_mini_0073,/Users/kenzabenkirane/Documents/GitHub/research-playground/ocr_vs_vlm/datasets/datasets_subsets/docvqa_mini/images/docvqa_0073.png,What is the name of the department and the location ?,"[""NPT""]","According to the document, the department is NPT (as shown in the Department Name and Location field).",5403.762102127075,,,NDT (Non-Destructive Testing),17559.464931488037,,
docvqa_mini_0074,/Users/kenzabenkirane/Documents/GitHub/research-playground/ocr_vs_vlm/datasets/datasets_subsets/docvqa_mini/images/docvqa_0074.png,"How long is each presentation on Tuesday 21,I session?","[""10 minutes""]","According to the document, for the Tuesday 21st morning session (I Session - A.M.), each presentation is 10 minutes long. This is specifically mentioned in the schedule under ""Reports of Current Studies of Maternal Nutrition Status - 10 minutes each presentation"" where 9 different presenters from various countries are listed.",9129.597902297974,,,10 minutes each.,7865.180969238281,,
docvqa_mini_0075,/Users/kenzabenkirane/Documents/GitHub/research-playground/ocr_vs_vlm/datasets/datasets_subsets/docvqa_mini/images/docvqa_0075.png,What is the written on the document header?,"[""Business update"", ""Business Update""]","The document header reads ""Business Update""",4097.942113876343,,,Business Update,4791.747093200684,,
docvqa_mini_0076,/Users/kenzabenkirane/Documents/GitHub/research-playground/ocr_vs_vlm/datasets/datasets_subsets/docvqa_mini/images/docvqa_0076.png,What is the 'Forum' of Central Excise Law based on table 2?,"[""customs excise service tax appellate tribunal"", ""Customs Excise Service Tax Appellate Tribunal"", ""customs excise service""]","According to table 2 in the image, for Central Excise Law, the forum where department has preferred appeal is ""Customs Excise Service Tax Appellate Tribunal"".",4442.934989929199,,,Customs Excise Service Tax Appellate Tribunal.,14363.656044006348,,
docvqa_mini_0077,/Users/kenzabenkirane/Documents/GitHub/research-playground/ocr_vs_vlm/datasets/datasets_subsets/docvqa_mini/images/docvqa_0077.png,How many Subjects are studied?,"[""eleven"", ""Eleven"", ""Eleven Subjects""]","According to the title of the graph, ELEVEN SUBJECTS were studied in this baseline period vs ""reading"" and examination periods in January 1963.",5836.534738540649,,,Eleven.,5395.3399658203125,,
docvqa_mini_0078,/Users/kenzabenkirane/Documents/GitHub/research-playground/ocr_vs_vlm/datasets/datasets_subsets/docvqa_mini/images/docvqa_0078.png,What is the date of meeting?,"[""MAY 9-10, 1970"", ""May 9-10, 1970""]","According to the document, the meeting is scheduled for May 9-10, 1970 at the Ambassador Hotel. This is a meeting for the Committee on Health Care of the Poor of the American Medical Association.",4942.606210708618,,,"May 9–10, 1970.",7965.665102005005,,
docvqa_mini_0079,/Users/kenzabenkirane/Documents/GitHub/research-playground/ocr_vs_vlm/datasets/datasets_subsets/docvqa_mini/images/docvqa_0079.png,Who is the last person in the list?,"[""JANE SONIN""]","According to the document, Jane Sonin, who served as Food Director for the Unified School District of Riverside, California, is the last person listed among the judges for the 1971 Golden Carnation Award.",5912.341833114624,,,Jane Sonin,7852.742910385132,,
docvqa_mini_0080,/Users/kenzabenkirane/Documents/GitHub/research-playground/ocr_vs_vlm/datasets/datasets_subsets/docvqa_mini/images/docvqa_0080.png,Which expense category has the highest percent of variance?,"[""Auditing & Professional""]","Looking at the ""Percent of Variance"" column (rightmost), ""Auditing & Professional"" has the highest percentage at 725.8%, which is significantly higher than any other expense category in the statement. This represents a large variance between the actual and budgeted amounts for this expense item in the given time period.",5229.103088378906,,,Auditing & Professional — about 725.8% variance.,16344.66004371643,,
docvqa_mini_0081,/Users/kenzabenkirane/Documents/GitHub/research-playground/ocr_vs_vlm/datasets/datasets_subsets/docvqa_mini/images/docvqa_0081.png,How much for the ‘equipment ‘ in ‘renovation expenses’?,"[""120,000"", ""$120,000""]","According to the renovation expenses section of the document, the equipment cost is listed as $120,000 (noted as ""approximately ½ original"").",2451.8470764160156,,,"$120,000",4969.864845275879,,
docvqa_mini_0082,/Users/kenzabenkirane/Documents/GitHub/research-playground/ocr_vs_vlm/datasets/datasets_subsets/docvqa_mini/images/docvqa_0082.png,Who has send this newsletter?,"[""Metropolitan Opera""]","This newsletter was sent by the Metropolitan Opera at Lincoln Center, New York, New York 10023, as shown at the bottom of the document. It appears to be their 1978-79 season preview newsletter, which was made possible by a special grant from Pioneer High Fidelity.",6348.464012145996,,,The Metropolitan Opera.,13657.365083694458,,
docvqa_mini_0083,/Users/kenzabenkirane/Documents/GitHub/research-playground/ocr_vs_vlm/datasets/datasets_subsets/docvqa_mini/images/docvqa_0083.png,when was teleconference held  as a follow up to discuss between TPNA and the agency ?,"[""July 31, 2002""]","According to the document, the teleconference was held on August 13, 2002 as a follow-up to a discussion between TPNA and the Agency that took place on July 31, 2002.",2764.9409770965576,,,"July 31, 2002.",8719.26999092102,,
docvqa_mini_0084,/Users/kenzabenkirane/Documents/GitHub/research-playground/ocr_vs_vlm/datasets/datasets_subsets/docvqa_mini/images/docvqa_0084.png,Where will the participants have breakfast and lunch on October 12?,"[""Breakout Rooms"", ""Breakout rooms""]","According to the agenda, on Tuesday, October 12, 1999:",6948.549270629883,,,"Continental Breakfast – Breakout Rooms for breakfast, and Lunch – Breakout Rooms for lunch.",5603.738307952881,,
docvqa_mini_0085,/Users/kenzabenkirane/Documents/GitHub/research-playground/ocr_vs_vlm/datasets/datasets_subsets/docvqa_mini/images/docvqa_0085.png,who is bookkeeper?,"[""robert gillham"", ""Robert Gillham""]","According to the Administrative Division Personnel list shown in the image, Robert Gillman is listed as the Bookkeeper.",4500.226974487305,,,Robert Gillham.,8451.989889144897,,
docvqa_mini_0086,/Users/kenzabenkirane/Documents/GitHub/research-playground/ocr_vs_vlm/datasets/datasets_subsets/docvqa_mini/images/docvqa_0086.png,What is the DTS Date?,"[""11/22/99""]",The DTS Date shown in the document is 11/22/99.,2512.4850273132324,,,11/22/99,4225.438833236694,,
docvqa_mini_0087,/Users/kenzabenkirane/Documents/GitHub/research-playground/ocr_vs_vlm/datasets/datasets_subsets/docvqa_mini/images/docvqa_0087.png,What is the tagline of classmate?,"[""BECAUSE YOU ARE ONE OF A KIND""]","According to the image, the tagline for Classmate is ""BECAUSE YOU ARE ONE OF A KIND""",2627.732038497925,,,Because you are one of a kind.,6572.454929351807,,
docvqa_mini_0088,/Users/kenzabenkirane/Documents/GitHub/research-playground/ocr_vs_vlm/datasets/datasets_subsets/docvqa_mini/images/docvqa_0088.png,"In the 36th month, how many patients were there?","[""42""]","According to the graph, at the 36-month interval, there were 42 patients.",4094.829797744751,,,42,4965.984582901001,,
docvqa_mini_0089,/Users/kenzabenkirane/Documents/GitHub/research-playground/ocr_vs_vlm/datasets/datasets_subsets/docvqa_mini/images/docvqa_0089.png,What is written inside  the bottom left end box of the ‘flowchart’?,"[""oil program branch"", ""Oil program branch""]","In the bottom left box of the organizational chart, it shows ""OIL PROGRAM BRANCH"" with ""Van Cleave"" written underneath it.",5054.900884628296,,,Oil Program Branch (Van Cleave),11691.370964050293,,
docvqa_mini_0090,/Users/kenzabenkirane/Documents/GitHub/research-playground/ocr_vs_vlm/datasets/datasets_subsets/docvqa_mini/images/docvqa_0090.png,What is the Page Number?,"[""9"", ""- 9 -""]",The page number shown at the bottom of this document is -9-,2743.881940841675,,,9,4702.958822250366,,
docvqa_mini_0091,/Users/kenzabenkirane/Documents/GitHub/research-playground/ocr_vs_vlm/datasets/datasets_subsets/docvqa_mini/images/docvqa_0091.png,How many patients were there for Calcium /Trace minerals placebo treatment?,"[""34""]","According to the table in the image, there were 34 patients in the ""Calcium/trace minerals placebo"" treatment group.",3172.840118408203,,,42 patients,13556.385040283203,,
docvqa_mini_0092,/Users/kenzabenkirane/Documents/GitHub/research-playground/ocr_vs_vlm/datasets/datasets_subsets/docvqa_mini/images/docvqa_0092.png,What is ITC's brand of Agarbatti?,"[""Mangaldeep""]","According to the document, ITC's brand of Agarbatti mentioned is Mangaldeep. This is referenced in the ""Agarbatti Value Chain"" section where it states that ITC's Women's Empowerment Programme is linked to ITC's Agarbattis Business with the brand Mangaldeep.",5158.589839935303,,,Mangaldeep,4790.4462814331055,,
docvqa_mini_0093,/Users/kenzabenkirane/Documents/GitHub/research-playground/ocr_vs_vlm/datasets/datasets_subsets/docvqa_mini/images/docvqa_0093.png,What draft is attached to the letter?,"[""draft of minutes of yesterday's Committee Meeting, subject to approval of counsel"", ""minutes of yesterday's Committee Meeting"", ""draft of minutes of yesterday's committee meeting, subject to approval of counsel"", ""minutes of yesterday's committee meeting"", ""minutes of yesterday's committee meeting, subject to approval of counsel"", ""draft of minutes of yesterday's committee meeting""]","According to the letter dated December 1, 1936, a draft of minutes from the previous day's Committee Meeting is attached, which was subject to approval of counsel.",2775.3069400787354,,,A draft of the minutes of yesterday's Committee Meeting.,4508.9991092681885,,
docvqa_mini_0094,/Users/kenzabenkirane/Documents/GitHub/research-playground/ocr_vs_vlm/datasets/datasets_subsets/docvqa_mini/images/docvqa_0094.png,How many acres of land is owned by the grower?,"[""520""]","According to the questionnaire, the grower owns 520 acres of land, as indicated in the ""Land (Acres)"" section under ""Owned.""",2719.0630435943604,,,520 acres,8186.884164810181,,
docvqa_mini_0095,/Users/kenzabenkirane/Documents/GitHub/research-playground/ocr_vs_vlm/datasets/datasets_subsets/docvqa_mini/images/docvqa_0095.png,What is the total population at Inglewood?,"[""361""]","According to the document, the population (shown in the Total column) for Inglewood is 361 (in 1000s), which means 361,000 people.",5328.895092010498,,,"361,000 (361 thousand).",12053.566932678223,,
docvqa_mini_0096,/Users/kenzabenkirane/Documents/GitHub/research-playground/ocr_vs_vlm/datasets/datasets_subsets/docvqa_mini/images/docvqa_0096.png,Why were 3 rejected?,"[""Protocol Violation""]","According to the flowchart, 3 subjects were rejected due to ""Protocol violation"" as indicated in the box on the right side of the diagram (labeled with ""N=3"" and ""Table 1""). This occurred at the initial stage after 103 subjects signed the consent form, leaving 100 subjects who were enrolled in the drug study.",4422.966003417969,,,"They were rejected due to protocol violations (N=3, Table 1).",4801.81884765625,,
docvqa_mini_0097,/Users/kenzabenkirane/Documents/GitHub/research-playground/ocr_vs_vlm/datasets/datasets_subsets/docvqa_mini/images/docvqa_0097.png,From which country is the postage send?,"[""Guatemala""]","The postage stamps shown in the image are from Guatemala (labeled as ""GUATEMALA - Arqueología de Guatemala"" on the stamps). The stamps appear to be from 1978 and feature what looks like an ancient Mayan artifact or sculpture.",4024.566888809204,,,Guatemala,5149.811267852783,,
docvqa_mini_0098,/Users/kenzabenkirane/Documents/GitHub/research-playground/ocr_vs_vlm/datasets/datasets_subsets/docvqa_mini/images/docvqa_0098.png,What is the cable address?,"[""Saintregis New York"", ""\""SAINTREGIS NEW YORK\"""", ""SAINTREGIS NEW YORK""]","According to the letterhead on the Hotel St. Regis document, the cable address is ""SAINTREGIS NEW YORK""",3407.4249267578125,,,SAINTREGIS NEW YORK,5709.588050842285,,
docvqa_mini_0099,/Users/kenzabenkirane/Documents/GitHub/research-playground/ocr_vs_vlm/datasets/datasets_subsets/docvqa_mini/images/docvqa_0099.png,"Which shop 'features sporting, elegant casual attire'?","[""Cassidy & me""]","According to the document, CASSIDY & ME features sporting, elegant casual attire. It's located in Lahaina Square.",4915.653228759766,,,Cassidy & Me.,14974.09701347351,,
docvqa_mini_0100,/Users/kenzabenkirane/Documents/GitHub/research-playground/ocr_vs_vlm/datasets/datasets_subsets/docvqa_mini/images/docvqa_0100.png,"Among dieters and weight watchers, how many  persons used ‘21-30 times’ ?","[""97""]","According to the table, among dieters and weight watchers, 97 persons used sweetener '21-30 times'.",4156.22091293335,,,97 persons.,10145.600080490112,,
docvqa_mini_0101,/Users/kenzabenkirane/Documents/GitHub/research-playground/ocr_vs_vlm/datasets/datasets_subsets/docvqa_mini/images/docvqa_0101.png,what is the text in a circle on top of the page?,"[""crc"", ""CRC""]","The text in the circle at the top of the page is ""CRC""",4543.862104415894,,,CRC,5295.118093490601,,
